"jaka waluta obowiązuje na Wyspach Kanaryjskich";"euro";"Waluty Świata"
"czy ostrosłup może mieć w podstawie dowolny wielokąt";"TAK";"Matematyka"
"ilu zawodników na boisku liczy drużyna siatkówki";"sześć";"Sport"
"jak ma na imię córka Henry’ego Fondy";"Jane";"Film i Telewizja"
"niedobór której witaminy powoduje krzywicę";"witamina D";"Medycyna"
"na którym półwyspie leży europejska część Turcji";"bałkański";"Geografia Polityczna"
"w którym wieku urodził się John Dalton";"XVIII w.";"Nauka"
"co znaczy łacińskie «nihil novi»";"nic nowego";"Historia Polski"
"ilu jeźdźców przedstawia «Patrol powstańczy» J. Gierymskiego";"czterech";"Malarstwo, Rzeźba, Architektura"
"kto dowodził napadem na rosyjski pociąg w Bezdanach (1908)";"Józef Piłsudski";"Polska: Historia"
"jak nazywa się wysoki głos chłopięcy odpowiadający sopranowi";"dyszkant";"Muzyka: Klasyka Światowa"
"ile dni ma listopad";"trzydzieści";"Kalendarz i Czas"
"norowce używane do wypłaszania zwierzyny z nor to psy czy gryzonie";"psy";"Zoologia"
"jak nazywa się tytułowy bohater powieści «Hobbit, czyli tam i z powrotem»";"Bilbo Baggins";"Literatura Współczesna"
"Krzyż Walecznych ustanowiono przed czy po II WŚ";"przed";"Nagrody i Odznaczenia"
"BCG to szczepionka przeciwko której chorobie";"gruźlica";"Medycyna"
"jakie imię nosiła kobieta z Jerozolimy, która podała chustę Jezusowi";"Weronika";"Biblia: Nowy Testament"
"z którego kraju socjalistycznego pochodził samochód zwany «mydelniczką»";"NRD (trabant)";"Samochody i Pojazdy Mechaniczne"
"porcja informacji komputerowej złożona z 8 bitów to";"bajt";"Komputery i Informatyka"
"w jakim stylu zbudowano opactwo Westminster";"gotyckim";"Malarstwo, Rzeźba, Architektura"
"kto zagrał Andrzeja Kmicica w filmie «Potop»";"Daniel Olbrychski";"Film"
"czy Droga Mleczna jest widoczna gołym okiem z Ziemi";"TAK";"Astronomia i Astrologia"
"którą rzeką płynął statek pasażerski w filmie «Rejs»";"Wisłą";"Film"
"czy sześcian jest graniastosłupem";"TAK";"Matematyka"
"z którego kontynentu pochodzi język suahili";"Afryka";"Języki"
"czy badminton jest dyscypliną olimpijską";"TAK";"Igrzyska Olimpijskie"
"podaj polską nazwę pierwiastka silicium";"krzem";"Chemia"
"z którego języka pochodzi słowo kartofel";"niemiecki";"Języki"
"jak nazywa się zbiór tradycyjnych praw judaizmu który uzupełnia Stary Testament";"Talmud";"Kościoły i Religie Świata"
"czy Bolesław Śmiały i Bolesław Szczodry byli braćmi";"NIE to ta sama osoba";"Polska: Historia"
"dzieło duńskiego rzeźbiarza Bertela Torswaldena stoi przed warszawskim gmachem Polskiej Akademii Nauk czyj to jest pomnik";"Mikołaja Kopernika";"Malarstwo, Rzeźba, Architektura"
"jak nazywa się stosunek drogi do czasu w którym ta droga została przebyta";"prędkość";"Fizyka"
"w których polskich górach odpoczniemy w schronisku o nazwie Murowaniec";"Tatry";"Polska: Geografia"
"kto jest obecnie prymasem Włoch";"Papiez Leon";"Kościoły i Religie Świata"
"jak nazywa się dział botaniki nauka o drzewach i krzewach";"dendrologia";"Botanika"
"czy w Bałtyku żyją morświny";"TAK";"Zoologia"
"który kolczasty chwast polny nosi nazwę łacińską carduus";"oset";"Botanika"
"w którym wieku założono pierwsze kasyno w Monte Carlo";"w XIX w";"Miasta Świata"
"które miasto od 311 r p.n.e. było stolicą Egiptu Ptolemeuszy";"Aleksandria";"Historia Starożytna"
"na czyją cześć jeden z pierwiastków nosi nazwę Ferm";"Enrico Fermi";"Chemia"
"które drzewa zagrażały planecie Małego Księcia";"baobaby";"Literatura: Klasyka Światowa"
"na którym oceanie leżą wyspy żółwie czyli Galapagos";"O. Spokojny";"Geografia Fizyczna"
"jak nazywał się książę Siedmiogrodu który został królem Polski";"S. Batory";"Polska: Historia"
"jaki tytuł nosi powieść S. Żeromskiego w której zakończeniu autor opisuje manifestacje robotniczą idącą w stronę Belwederu";"Przedwiośnie";"Literatura Polska"
"jak piszemy wyrażenie na opak/naopak";"na opak";"Język Polski – Ortografia"
"Hej tam gdzieś z czarnej wody wsiada na koń ułan młody czule żegna się z dziewczyną jeszcze czulej z .....";"Ukrainą";"Muzyka Polska"
"z jakich dyscyplin składa się dwubój olimpijski";"rwanie i podrzut";"Sport"
"w których państwach jednym z oficjalnych języków jest język urtu";"Indie Pakistan";"Języki"
"czy partia może odebrać mandat swojemu posłowi";"NIE";"Prawo"
"która bogini litując się nad Pigmalionem zakochanym w wyrzeźbionym przez siebie posągu ożywiła go";"Afrodyta";"Mitologia Grecka i Rzymska"
"jak nazywali się francuscy bracia Joseph i Jacques którzy w 1783 r zademonstrowali lot balonem";"Montgolfier";"Wynalazki"
"czy kojot i kujot to dwie różne nazwy tego samego zwierzęcia";"TAK";"Język Polski"
"tombak jest stopem których metali miedzi i cynku jest rodzajem";"mosiądzu";"Chemia"
"autorem książki Ostatnia z rodu jest Paweł Jasienica a kto jest główną bohaterką tej książki";"Anna Jagiellonka";"Literatura Polska"
"jakim terminem wywodzącym się z języka niemieckiego określa się prowadzenie statku żaglowanie pod wiatr";"halsowanie";"Transport"
"gdyby nawet Boga nie było należałoby go wymyślić to słowa którego oświeceniowego filozofa";"Woltera";"Filozofia"
"kształt którego wielościanu mają egipskie piramidy";"ostrosłupa";"Matematyka"
"w granicach którego PN leży Szklarska Poręba";"Karkonoski PN";"Polska: Geografia"
"jak nazywa się włoski uczony filozof który w 1600 roku został spalony na stosie z polecenia Inkwizycji";"G. Bruno";"Historia Nowożytna"
"kto w 2014 r wygrał plebiscyt programu 3 polskiego radia o nagrodę Srebrne Usta";"Marek Sawicki";"Prasa"
"w którym roku Pablo Picasso namalował słynną Gernikę";"1937";"Malarstwo, Rzeźba, Architektura"
"jak nazywa się przerwa między aktami przedstawienia teatralnego";"antrakt";"Teatr Współczesny"
"w którym mieście znajduje się główna siedziba Europejskiego Banku odbudowy i rozwoju";"Londyn";"Organizacje Międzynarodowe"
"czy na altówce można grać smyczkiem";"TAK";"Muzyka: Instrumenty"
"w którym mieście możemy podziwiać Pietę Michała Anioła";"w Rzymie";"Malarstwo, Rzeźba, Architektura"
"które państwa w latach 1939-1940 toczyły wojnę zimową";"Finlandia i Związek Sowiecki";"II Wojna Światowa"
"Budapeszt Paryż Monachium mieszkańcy którego z tych miast jako pierwsi jeździli metrem";"Budapeszt 1896";"Transport"
"z którego państwa pochodzi aktor Max von Sydow";"Szwed";"Film i Telewizja"
"wokalistą którego zespołu jest Grzegorz Markowski";"Perfect";"Muzyka Polska"
"jak w szachach określa się ruch powodujący bezpośrednie zagrożenie króla";"szach";"Gry i Hazard"
"ile garbów ma dromader";"jeden";"Zoologia"
"jak nazywamy wojnę zakończoną pokojem w Toruniu w 1466 r";"trzynastoletnia";"Polska: Historia"
"jaka lokomotywa występuje w tytule widowiska muzycznego którego autorami byli Marek Grechuta i Jan Kanty Pawluśkiewicz";"Szalona lokomotywa";"Teatr Współczesny"
"jak nazywa się dolina rzeczna o wąskim dnie i stromych często skalistych brzegach";"kanion";"Geografia Fizyczna"
"jeden dwa trzy która z tych liczb nie jest liczbą pierwszą";"jeden";"Matematyka"
"czy bataty i pataty to nazwa tej samej rośliny czyli słodkiego ziemniaka";"TAK";"Botanika"
"w którym roku powstał pierwszy polski aeroklub w Poznaniu";"w 1919 r";"Transport"
"na który palec przeznaczony jest otwór w palecie artysty malarza";"na kciuk";"Malarstwo, Rzeźba, Architektura"
"czyje imię nosi narodowe centrum sztuki i kultury w Paryżu";"Georga Pomideou";"Malarstwo, Rzeźba, Architektura"
"w której operze Mozarta występują książe Pamino Sarastro";"zaczarowany flet";"Muzyka: Opera"
"jak z łaciny nazywają się przedmioty używane przez aktora podczas przedstawienia";"rekwizyty";"Teatr Współczesny"
"koralowce to rośliny czy zwierzęta";"zwierzęta";"Zoologia"
"jakiej narodowości był Guliwer";"anglik";"Literatura: Klasyka Światowa"
"w ktorym mieście możemy zwiedzać Pałac Namiestnikowski";"Warszawa";"Polska: Miasta"
"podaj wzór nadtlenku wodoru";"H2O2";"Chemia"
"jak nazywa się rzemieślnik wyrabiający torby i paski";"Kaletnik";"Etnografia"
"jak nazywała się kwatera polowa Hitlera";"Wilczy szaniec";"II Wojna Światowa"
"regionem którego państwa jest Lotaryngia";"Francja";"Geografia Polityczna"
"jakie imię nosił hetman Chodkiewicz";"Jan Karol";"Polska: Historia"
"włoski przysmak pannacotta to deser mięso czy napój";"deser";"Dania i Napoje"
"terytorium którego obecnego państwa zamieszkiwali Aztekowie";"Meksyk";"Historia Starożytna"
"jak nazywa się bokserska walka treningowa";"sparing";"Sport"
"człowiek sprytny jest kuty na ile nóg";"cztery";"Powiedzenia i Przysłowia"
"Boska Komedia Dantego jest napisana prozą czy wierszem";"wierszem";"Literatura: Klasyka Światowa"
"jakiego koloru były płaszcze noszone przez Krzyżaków";"białe";"Historia Średniowiecza"
"jakie imię nosi najstarszy syn Elżbiety II";"Karol";"Dynastie i Rodziny Królewskie"
"Papkin to postać z którego utworu Fredry";"Zemsta";"Literatura Polska"
"które miasto było pierwszą stolicą Polski";"Gniezno";"Polska: Historia"
"który z 12 apostołów powiesił się z rozpaczy";"Judasz";"Biblia: Nowy Testament"
"jak z greki nazywa się sztuka pięknego i wyraźnego pisania";"kaligrafia";"Nauka"
"na której wyspie leży miasto Syrakuzy";"Sycylia";"Geografia Fizyczna"
"czy hiobowa wieść to dobra wiadomość";"nie";"Powiedzenia i Przysłowia"
"w czasie I WŚ miały miejsce dwie bitwy nad Marną kto dwa razy przegrał";"Niemcy";"I Wojna Światowa"
"na którym uniwersytecie we Francji studiowała Maria Curie";"Sorbona";"Nauka"
"kto napisał nowelę Nasza Szkapa";"Konopnicka";"Literatura Polska"
"jakie pokrewieństwo łączyło Zeusa i Hadesa";"bracia";"Mitologia Grecka i Rzymska"
"jak nazywa sie dyscyplina w której używa się stołu piłeczki i rakiet";"tenis stołowy";"Sport"
"czy komediopisarz Franciszek Zabłocki żył za panowania Poniatowskiego";"TAK";"Literatura Polska"
"nad którym oceanem leży Brazylia";"Atlantyk";"Geografia Fizyczna"
"jak nazywa się placek z niekwaszonego ciasta spożywany przez Żydów podczas Paschy";"maca";"Kościoły i Religie Świata"
"który niemiecki polityk nosił przydomek Żelaznego kanclerza";"Bismarck";"Polityka i Politycy"
"denaturat jest alkoholem etylowym czy metylowym";"etylowy";"Chemia"
"przedstawicielem którego organu władzy wykonawczej jest wojewoda";"premiera";"Polska: Polityka i Gospodarka"
"pod jakim pseudonimem był znany Dominico Steapacopulos";"El Greco";"Malarstwo, Rzeźba, Architektura"
"w którym hiszpańskim mieście znajduje się muzeum El Greco";"Toledo";"Miasta Świata"
"z którego państwa pochodził konstruktor wagonów pasażerskich zwanych";"pulmanami";"Transport"
"gatunkami którego drzewa są łoza rokita";"wierzby";"Botanika"
"jak nazywa się człowiek który niedawno przyjął jakieś wyznanie";"neofita";"Kościoły i Religie Świata"
"na ile dni prezydent może wprowadzić stan wyjątkowy";"90";"Prawo"
"które państwa uczestniczyły w drugim rozbiorze Polski";"Prusy i Rosja";"Polska: Historia"
"jak nazywa się stowarzyszenie założone w 1946 zrzeszające ludzi o wysokim ilorazie inteligencji";"MENSA";"Organizacje Międzynarodowe"
"w jaki sposób Werter popełnił samobójstwo";"zastrzelił się";"Literatura: Klasyka Światowa"
"która bogini zesłala dwa weże by zabić Heraklesa";"Hera";"Mitologia Grecka i Rzymska"
"jak nazywa się najmniejszy pododdział piechoty część plutonu";"drużyna";"Armie Świata"
"w którym wieku żył Canaletto";"XVIII";"Malarstwo, Rzeźba, Architektura"
"pod dnem której cieśniny przebiega kanał europejski";"cieśnina kaletańska";"Transport"
"czyją żoną była Izolda Jasnowłosa";"król Marek";"Literatura: Klasyka Światowa"
"który gaz ma najniższą temp skraplania";"hel";"Chemia"
"główna nagroda na festiwalu w Locarno to jakie zwierzę";"lampart";"Film"
"jak nazywała się hiszpańska flota wojenna";"Wielka Armada";"Historia Nowożytna"
"w którym polski mieście w latach 60 powstał teatr ósmego dnia";"Poznań";"Teatr Współczesny"
"historia żółej ciżemki jest związana z powstaniem ołtarza w którym kościele";"Mariacki";"Malarstwo, Rzeźba, Architektura"
"z którego kraju wywodziła się dynastia Wazów";"Szwecja";"Dynastie i Rodziny Królewskie"
"jak nazywa się moskiewska warownia załozona w XII w która była rezydencją carów";"Kreml";"Rosja: Historia i Kultura"
"podaj polską nazwę pierwiastka o nazwie ferrum";"żelazo";"Chemia"
"czy iloczyn dwu liczb o różnych znakach jest zawsze dodatni czy ujemny";"ujemny";"Matematyka"
"w której europejskiej stolicy znajduje się plac Picade de Circus";"Londyn";"Miasta Świata"
"który dzień lipca jest amerykańskim świętem narodowym";"czwarty";"Historia Nowożytna"
"kogo w bajce Ignacego Krasickiego psy zjadły wśrod serdecznych przyjaciół";"zająca";"Literatura Polska"
"jak nazywa się historyjka obrazkowa z tekstem w dymkach";"komiks";"Prasa"
"którą część ciała atakuje glaukoma";"oko";"Medycyna"
"czy budowę Wielkiego Muru Chińskiego rozpoczęto przed Chrystusem";"TAK";"Historia Starożytna"
"jak miała na imię piękna żona Menelaosa";"Helena";"Mitologia Grecka i Rzymska"
"czy król Elfów to balet pieśń opera czy symfonia";"pieśń";"Muzyka: Klasyka Światowa"
"w którym wieku żył Ludwik Waryński";"XIX w";"Polska: Historia"
"czucie i wiara silniej mówi do mnie kto to napisał";"Mickiewicz";"Literatura Polska"
"nad ktorym morzem leży Dunkierka";"Północne";"Morza i Oceany"
"RPP jest organem NBP czy MF";"NBP";"Polska: Polityka i Gospodarka"
"który filozof napisał dzieło pt. Etyka";"Mikomachejska";"Filozofia"
"ile lat żył Jan Matejko";"55";"Malarstwo, Rzeźba, Architektura"
"jak nazywał się polski król który rozpoczął chrystianizację Litwy";"Jagiełło";"Polska: Historia"
"czy delfiny oddychają powietrzem atmosferycznym";"TAK";"Zoologia"
"jak z greki nazywamy sport konny jeździectwo";"hippika";"Sport"
"nazwisko jednego z dwóch rodów których dzieje opisała Orzeszkowa w Nad Niemnem";"Bohatyrowicze";"Literatura Polska"
"jak nazywa się psowaty żyjący na pustyni duże uszy";"fenek";"Zoologia"
"którym słowem pochodzącym od markiza określamy człowieka czerpiącego przyjemność z zadawania cierpień";"sadyzm";"Nazwy"
"do którego państwa nalezy półwysep Kamczatka";"Rosja";"Geografia Polityczna"
"jak w kościele katolickim nazywa się zebranie kardynałem pod przewodnictwem papieża";"konsystorz";"Kościoły i Religie Świata"
"wymień państwa beneluksu";"Holandia Belgia Luksemburg";"Europa: Polityka i Gospodarka"
"imię którego greckiego nosza statki kosmiczne USA lądujące na Księżycu";"Apollo";"Kosmos i Rakiety"
"który władca Polski poślubił Dobrawę";"Mieszko I";"Polska: Historia"
"gdzie rośnie trzcina w której brzmi chrząszcz";"Szczebrzeszyn";"Literatura Polska"
"ile godzin programu w ciągu doby nadaje 1 program polskiego radia";"24 h";"Telewizja"
"jak nazywa się chorobliwa żądza podpalania";"piroman";"Medycyna"
"czy jamnik są psami myśliwskimi";"TAK";"Zoologia"
"czego wart jest dobry żart";"tynfa";"Powiedzenia i Przysłowia"
"jak nazywa się gatunek filmu który opowiada o zdobywaniu dzikiego zachodu";"western";"Film"
"która z tytułowych postaci Tytus Romek i Atomek jest szympansem";"Tytus";"Literatura Współczesna"
"z ilu krzyży składa się pomnik stoczniowców poległych w 1970 r";"trzy";"Historia Najnowsza"
"osoba wnosząca skargę w sądzie cywilnym to powód czy pozwany";"powód";"Prawo"
"jak nazywa sie dorosłego który nie umie pisać i czytać";"analfabeta";"Język Polski"
"z iloma państwami graniczyła Polska w 1989 r";"z trzema";"Geografia Polityczna"
"który postimpresjonista jest autorem obrazu autoportret z zabandażowanym uchem";"van Gogh";"Malarstwo, Rzeźba, Architektura"
"Au to symbol którego pierwiastka chemicznego";"złoto";"Chemia"
"topologia to dział geografii czy matematyki";"matematyki";"Matematyka"
"jak nazywa się odległość którą światło przebywa w próżni w ciągu roku";"rok świetlny";"Astronomia i Astrologia"
"czy J. H. Dąbrowski brał udział w powstaniu kościuszkowskim";"TAK";"Polska: Historia"
"wg Charla Pero ile sióstr przyrodnich miał Kopciuszek";"dwie";"Literatura: Klasyka Światowa"
"jajko w koszulce jest ugotowane w taki sposób że zółtko jest płynne czy ścięte";"płynne";"Dania i Napoje"
"ktorym cudem świata nazywamy zazwyczaj coś pięknego";"ósmy";"Powiedzenia i Przysłowia"
"przez jakie ż piszemy melanż/melanrz";"melanż";"Język Polski – Ortografia"
"w ktorej kaplicy znajduje się fresk Sąd Ostateczny Michała Anioła";"Sykstyńska";"Malarstwo, Rzeźba, Architektura"
"którym państwem rządzili włądcy z dynastii Antoninów Flawiuszów";"Rzym";"Historia Starożytna"
"jak nazywa się aktor grający tytułową rolę w serialu Ojciec Mateusz";"Żmijewski";"Telewizja"
"czy orzeczenie separacji małżónków powoduje między nimi rozdzielność majątkową";"TAK";"Prawo"
"jak nazywa się dział medycyny zajmujący się przeszczepianiem narządów";"transplantologia";"Medycyna"
"jak w dawnej Polsce nazywano Zaporoże";"Dzikie Pola";"Polska: Historia"
"która liczba jest większa jeden do potęgi minus drugiej czy jeden do potęgi drugiej";"to samo";"Matematyka"
"jak nazywa się wokalistka wykonująca utwór do filmu Podróże pana Kleksa";"Ostrowska";"Muzyka Polska"
"z któego utworu Fredry pochodzi cytaty: przyrzekać nienawidzić ród męski nigdy nie być żoną";"Śluby panieńskie";"Literatura Polska"
"jak nazywa się dzielnica Nowego Dworu Mazowieckiego w ktorej w 2012 zostało otworzone międzynarodowe lotnisko";"Modlin";"Transport"
"jakim imieniem została nazwana elektryczna pralka wirnikowa w latach 60-tych XX w";"Frania";"Technologia"
"który cesarz rzymski przed śmiercią powiedział: jakiż artysta ginie w mojej osobie";"Neron";"Historia Starożytna"
"weredyk to człowiek mówiący prawdę czy klamca";"prawda";"Język Polski"
"który prozaik i grafik z Drohobycza był autorem fotografii do pierwszego wydania Ferdydurke Gombrowicza";"Bruno Schulz";"Literatura Polska"
"czy Mount Everest jest wyższy niż rów mariański";"rów";"Geografia Fizyczna"
"czy w warunkach naturalnych fluor jest gazem czy cieczą";"gazem";"Chemia"
"lew morski to nazwa planu inwazji Niemiec na które państwo";"GB";"II Wojna Światowa"
"w ktorym mieście miał siedzibę kabaret Zielony balonik";"Kraków";"Polska: Kultura, Sztuka, Nauka"
"jakie imię nosi grecka muza opiekunka tragedii";"Melpomene";"Mitologia Grecka i Rzymska"
"czy Igor Strawiński komponował opery czy tylko balety";"to i to";"Muzyka: Klasyka Światowa"
"w ktorym państwie leży Charków";"Ukraina";"Geografia Polityczna"
"czy Księżyc ma własne źródło światła";"NIE";"Astronomia i Astrologia"
"jak nazywa się barierka biegnąca wzdłuż pokładu statku";"reling";"Transport"
"w któej dyscyplinie wojskowej sukcesy odnosił Arkadiusz Skrzypaszek";"pięciobój";"Sport"
"w 1991 w Szkole Głównej planowani i statystyki przywrócono przedwojenną nazwę jaką";"Szkoła Główna Handlowa";"Edukacja"
"Daniel Libeskind to kompozytor czy architekt";"architekt";"Malarstwo, Rzeźba, Architektura"
"kto dostał pierwszą nagrodę Nobla w dziedzinie fizyki";"Roentgen";"Fizyka"
"jak nazywa się miasto i port Mallorcy stolica Balearów";"Palma de Mallorca";"Miasta Świata"
"serwantka to mebel który wszedł w użycie pod koniec XVII w to rodzaj szafy czy stolu";"szafa";"Etnografia"
"ile wynosi temp wrzenia alkoholu metylowego, można pomylić 5";"64.7";"Chemia"
"na terenie ktorego współczesnego państwa istniała cywilizacja Olmeków";"Meksyk";"Historia Starożytna"
"jak się używana w dawnej Rosji jednostka długości równa 3 arszynom";"sążeń";"Miary i Wagi"
"przedstawicielem którego stylu w malarstwie był El Greco";"manieryzm";"Malarstwo, Rzeźba, Architektura"
"lądowa fauna Islandii jest uboga, występują tylko 2 gatunki ssaków jakie";"renifer i lis polarny";"Zoologia"
"suspensa w kościele katolickim to kara czy nagroda";"kara";"Kościoły i Religie Świata"
"w którym państwie ma siedzibę ISO";"Szwajcaria";"Organizacje Międzynarodowe"
"którą dziedziną sztuki zajmował się grecki twórca Lizyp";"rzeźba";"Malarstwo, Rzeźba, Architektura"
"jak żeglarze nazywają wzmocnioną krawędź żagla";"lik";"Transport"
"w którym wieku Mendelejew przedstawił swoją tablicę";"XIX w.";"Chemia"
"słowo pochodzi z francuskiego i oznacza subtelną ledwie dostrzegalną różnicę";"niuans";"Język Polski"
"w którym państwie powstała w 1830 wspólnota religijna Mormonów";"USA";"Kościoły i Religie Świata"
"tzw plan Schumana z 1950 r dotyczył spraw związanych z rozbrojeniem czy integracją gospodarczą Europy";"integracja";"Europa: Polityka i Gospodarka"
"jakie ch występuje w słowie bohomaz/bochmaz";"bohomaz";"Język Polski – Ortografia"
"jak nazywa się samolot przystosowany do startu i lądowania na wodzie";"hydroplan";"Transport"
"czy w Bałtyku występują makrele";"TAK";"Zoologia"
"ile lat ma najstarszy nastolatek";"19";"Demografia"
"jak ma na imię pani Polone znana ze Starego Teatru w Krakowie";"Anna";"Teatr Współczesny"
"o które wyspy toczą spór Japonia i Rosja";"Kuryle";"Geografia Polityczna"
"Robert Zimmerman to prawdziwe nazwisko Stinga czy Boba Dylana";"Dylan";"Muzyka Światowa"
"w którym mieście znajdują się fontanna Neptuna i żuraw nad Motławą";"Gdańsk";"Polska: Miasta"
"podaj liczbę atomową helu";"dwa";"Chemia"
"jak nazywano osobę która bezprawnie, samowolnie przywłaszcza sobie władzę";"uzurpator";"Język Polski"
"mirabelka to gatunek gruszki śliwki czy jabłko";"śliwka";"Botanika"
"komu poświęcony jest wiersz Adama Mickiewicza Śmierć pułkownika";"E. Plater";"Literatura Polska"
"jak nazywa się kostka do gry w domino z pustym polem";"mydło";"Gry i Hazard"
"czy Ignacy Loyola był kanonizowany";"TAK";"Kościoły i Religie Świata"
"Stany Zjednoczone Honduras Belize które z tych państw nie graniczy z Meksykiem";"Honduras";"Geografia Polityczna"
"Andrzej Żuławski jest reżyserem filmu na podstawie jednej z oper Modesta Musorgskiego";"Borys Godunow";"Film"
"czy onomatopeja to dźwiękonaśladownictwo czy nowoczesna forma wiersza";"naśladownictwo";"Język Polski"
"jak nazywał się architekt który zaprojektował barceloński park";"Antonio Gaudi";"Malarstwo, Rzeźba, Architektura"
"w którym mieście został znaleziony rękopis który napisał Jan Potocki";"Saragossa";"Literatura Polska"
"jak nazywa się najwyższy szczyt Ameryki płd";"Aconcagua";"Geografia Fizyczna"
"który gromadami zwierząt zajmuje się herpetologia";"gady i płazy";"Zoologia"
"komu przypisuje się powiedzenie od wzniosłości do śmieszności tylko jeden krok";"Bonaparte";"Historia Nowożytna"
"czy Bieszczadzki PN został utworzony przed czy po II WŚ";"po II WŚ";"Polska: Geografia"
"w którym wieku rozpoczęła działalność manufaktura porcelany saskiej w Miśni";"XVIII w.";"Historia techniki"
"z którego utworu Słowackiego pochodzą słowa Nie czas żałować róż gdy płoną lasy";"Lila Weneda";"Literatura Polska"
"w czasie hiszpańskiej wojny domowej wojska Franco były wspierane przez korpus wysłany przez Hitlera jak się nazywał legion";"Condor";"Historia Najnowsza"
"z czego zbudowany był Golem wg żydowskiej tradycji";"glina";"Etnografia"
"w której beskidzkiej miejscowości urodził się Billy Wilder reżyser filmu Pół żartem pół serio";"Sucha";"Polska: Miasta"
"w ktorym państwie prezydent Maduro powołał instytucję o nazwie Ministerstwo najwyższego szczęścia obywateli";"Wenezuela";"Polityka i Politycy"
"jak nazywa się pogląd wg każdego zdarzenie jest nieuchronnie uwarunkowane warunkami w jakich zachodzi z łaciny";"determinizm";"Filozofia"
"Skalnica to roślina czy gatunek skały";"roślina";"Botanika"
"czyim synem był Ugedei wielki chan mongolski";"Dżyngis-chan";"Wielcy Wodzowie i Przywódcy"
"kto napisał utwór o romansie Anny Kareniny";"Lew Tołstoj";"Literatura: Klasyka Światowa"
"które pismo powstało najwcześniej chińskie greckie czy arabskie";"chińskie";"Języki"
"jaki kolor włosów miała Ania z Zielonego Wzgóra";"rude";"Literatura: Klasyka Światowa"
"głównym składnikiem glutenu są białka tłuszcze czy węglowodany";"białka";"Biologia"
"stolicą którego państwa jest Reykjavik";"Islandia";"Miasta Świata"
"którą figurę geometryczną nazywamy kopniętym kwadratem";"romb";"Matematyka"
"przeciwko któremu królowi zawiązała się Konfederacja Barska";"Poniatowski";"Polska: Historia"
"Sziwa to bóstwo której religii";"hinduizm";"Kościoły i Religie Świata"
"od czego w przysłowiu głowa nie boli";"przybytek";"Powiedzenia i Przysłowia"
"jak nazywa się słomiane pokrycie dachu";"strzecha";"Budownictwo"
"w którym wieku zbudowano Kaplicę Zygmuntowską";"XVI w.";"Malarstwo, Rzeźba, Architektura"
"podaj jedno z trzech imion Churchilla";"Winston";"Wielcy Wodzowie i Przywódcy"
"czy Słońce jest planetą";"NIE";"Astronomia i Astrologia"
"jak nazywa się studencka książeczka do wpisywania ocen";"indeks";"Edukacja"
"jakiego koloru sierśc ma owczarek podhalański";"bialy";"Zoologia"
"ktore miasto było siedzibą papieży 1309-1377";"Avignon";"Historia Średniowiecza"
"jak nazywa się 1/100 euro";"cent";"Waluty Świata"
"jak nazywa się dzielnica Warszawy z rezydencją Jana III Sobieskiego";"Wilanów";"Polska: Miasta"
"ile dm ma jeden metr";"dziesięć";"Miary i Wagi"
"rada ministrów to władza ustawodawcza czy wykonawcza";"wykonawcza";"Polska: Polityka i Gospodarka"
"jak nazywa się własność figur geometrycznych która może być osiowa środkowa obrotowa";"symetria";"Matematyka"
"jakie nazwisko nosił Mikołaj założyciel miasta Rejowiec";"Rej";"Polska: Historia"
"czy wśród 140 postaci świętych na kanonadzie Berniniego na placu św. Piotra jest jakiś kanonizowany Polak";"TAK";"Malarstwo, Rzeźba, Architektura"
"krainę których sympatycznych stworków urządzono w Naantali w Finlandii";"muminki";"Literatura Współczesna"
"jak nazywał się pierwszy polski noblista w dziedzinie literatury";"Sienkiewicz";"Literatura Polska"
"czy wszystkie rekiny są drapieżnikami";"NIE";"Zoologia"
"ilu Spartan liczył oddział Leonidasa pod Termopilami";"300";"Historia Starożytna"
"z którym nałogiem zmaga się Kuba bohater filmu Hasa";"alkohol";"Film"
"jak nazywa się uregulowanie prawem uznanie cudzego dziecka za własne";"adopcja";"Prawo"
"Michaił Barysznikow to światowej sławy tancerz czy śpiewak operowy";"tancerz";"Taniec i Balet"
"z którego państwa wywodzi się komiks manga";"Japonia";"Literatura Współczesna"
"kto w starożytnym Rzymie wprowadził juwenalia";"Neron";"Historia Starożytna"
"którego ptaka nazywamy zazulą";"kukułka";"Zoologia"
"która bitwa morska stoczona w 1805 zniweczyła nadzieje Napoleona na podbicie GB";"Trafalgar";"Historia Nowożytna"
"ile medali IO zdobyła Stanisława Walasiewicz";"dwa";"Igrzyska Olimpijskie"
"w którym mieście zmarli Beethoven Schubert";"Wiedeń";"Muzyka: Klasyka Światowa"
"hipologia to nauka o których zwierzętach";"konie";"Zoologia"
"czy Mongolia jest członkiem ONZ";"TAK";"ONZ"
"nad ktorą cieśniną leży Stambuł";"Bosfor";"Morza i Oceany"
"które państwo zbudowało system umocnień zwany wałem atlantyckim";"Niemcy";"II Wojna Światowa"
"czy wg polskiego prawa spadkobiercą może być osoba prawna";"TAK";"Prawo"
"kto zamordował malarza autora portretu Doriana Greya w powieści Oscara Wilde'a Portret Doriana Greya";"on sam";"Literatura: Klasyka Światowa"
"rozwin skrót nazwy UOKiK";"urząd ochrony konkurencji i konsumentów";"Polska: Polityka i Gospodarka"
"co kole w oczy";"prawda";"Powiedzenia i Przysłowia"
"czy cyrkonie to kamienie szlachetne";"NIE";"Geologia"
